reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4d7b3c3f-a264-4d8b-8ad6-b4ebbc571d87,Devipermata S.r14,https://play-lh.googleusercontent.com/a-/ALV-UjXhOrYihpt3DH6qglCNcbN36Ry4lzB7HrVNYcCnIfem-lZj-yaq,"Bagus. Pengguna setia, tp kenapa klo update seperti fitur baru sangat lambat sekali, orang2 udh pda bisa fitur barunya seperti musik, tema chat dll nya. Tp punya saya sangat lama. Pdhl sllu update otomatis Saran nya sih harus ada arsip story seperti ig. Akan lebih wow lagi, dan kualitas video atau foto saat di status lebih HD lg jd enak di liatnya. Dan klo bisa fitur non aktifkan tanda baca ttp bisa liat siapa saja yg lihat story kita. Itu saja thanks",5,9520,2.25.6.74,2025-03-16 12:04:32,,,2.25.6.74
502bbb9a-719a-44b3-ac2b-e53dddd90c63,Nazim Faudiyah,https://play-lh.googleusercontent.com/a/ACg8ocL0AJTJXkcsonvWGeVQVnN3w1ZD5Oy2bSqL5ywscU2UAGlWyQ=mo,"Minta pembaruan terus, tapi gak kelihatan perubahannya... Mulai foto/video yg sudah di edit HD tapi hasilnya sama wae burem, Fitur AI...??? Masih penasaran apa gunanya di WhatsApp, jika ada g**gle sama aja, Fitur komunitas juga sama halnya?? Untuk apa gitu...?? Ada 2 cara buat grup, 1 aja cukup sebenarnya, Fitur Pesan sementara itu tolong kalau bisa dibuat yg bisa disetting 2 arah baik dari pihak A maupun B, jadi ada gunanya gak yg satunya di aktifkan satunya mematikan",3,797,2.25.6.74,2025-03-14 14:38:02,,,2.25.6.74
94f20a16-615f-40ab-955c-16a21eb6d123,Tias Wati,https://play-lh.googleusercontent.com/a-/ALV-UjXp4gABU54_U7L_jgoHwaK12H1XGHeCnaYZYxxn9IRkppzJlLTp,"Jelek, banyak bug nya. Bahkan meta Ai yang dari lama baru aja muncul di hp saya, ini ada fitur"" baru mungkin 1 tahun lagi baru muncul. Saya buka wa selalu keluar sendiri, padahal hp saya baik"" aja, penyimpanan juga masih longgar, terus yang di saluran mau ngirim video tapi mau di batalin aja ga bisa di hapus, tolong perbaiki lah. Udah muak banget ini, fitur musiknya mana anjay 😹😹",1,7200,2.25.7.7,2025-03-15 15:57:45,,,2.25.7.7
ca9f119c-ef27-4c98-b93e-ccd7e2c14b6f,yayaa,https://play-lh.googleusercontent.com/a-/ALV-UjUAjOrGzLAi-aEdBcq9IQe9ORKTjcJglt-UEGxjJ17UhjsQoJvA,"saya ksih bintang 3 dulu. krena setiap ad fitur,pasti selalu telat muncul nya.. apalagi fitur menambahkan musih, filter wa, bubble chat.. itu smua belum muncul, pdahal saya selalu update dengan cepat. tpi fitur nya g muncul muncul, tolong di perbaiki lagi buat yg lama muncul fitur nya.",3,301,2.25.6.74,2025-03-16 07:19:07,,,2.25.6.74
c28a3916-7ff0-4cc3-b4c2-2ce3baef2903,Anang Ali Fajar,https://play-lh.googleusercontent.com/a-/ALV-UjWzz0WsGDyY9IvrmZbb7aik454TRWa80DFBfgxFrGTTll8irfYJ,"Saya pengguna android 5 atau lolipop. Update terbaru ini saat kita selesai kirim atau menerima gambar. Gambar tersebut tidak bisa di zoom di wa. Kemudian urutan story wa milik teman2 berantakan semua, tidak sesuai urutan waktu mereka membuat story wa nya",1,315,2.25.6.74,2025-03-15 16:15:19,,,2.25.6.74
0b5d44e0-fbfb-4b04-9f99-c1cc51c0d546,Danane,https://play-lh.googleusercontent.com/a/ACg8ocKqtx67G_nFELnrFjagWbXYrbXwqJLvWPHz3jaT064HDnEi9Q=mo,"sejauh ini sudah bagus aplikasinya, hanya saja saat upload story video yang mulanya jernih menjadi sedikit buram saat selesai di upload, itu sangat kurang bagus karena videonya Ter kompres sehingga mengurangi kualitas video di story, tolong untuk di update lagi dan diperbaiki",4,294,2.25.6.74,2025-03-14 23:28:15,,,2.25.6.74
8e2270f6-f73a-48b8-b8af-00a4bd9d0669,Azmix Eviluke,https://play-lh.googleusercontent.com/a-/ALV-UjXvV100wiLbkZNKZunOC19IniwmMooThk6QYOcKunh0XUttkVc0,"WhatsApp perlu menambahkan fitur edit pesan, meningkatkan manajemen penyimpanan, serta memperbaiki keamanan dan arsip status. WhatsApp Desktop masih sering lag, panggilan video kurang stabil, dan fitur drag & drop tidak selalu berfungsi. Optimasi performa, pengurangan ketergantungan pada HP, serta peningkatan stabilitas fitur akan membuat WhatsApp lebih efisien dan nyaman digunakan.",5,2767,2.25.6.74,2025-03-16 02:03:03,,,2.25.6.74
9418bd26-d32d-4c8d-8380-a39553372271,Putri Nurul azizah,https://play-lh.googleusercontent.com/a-/ALV-UjWMKeaeyV-WM6UHCurBEpGXTeA1jC3mjBK5rDu-wvlwD-QH72A,"Tolong upgrade lagi yang lebih woww, misalnya kalo bikin story captionnya bisa pake stiker. Terus kalo kita ngirim foto, mau hapus foto untuk semua orang tapi fotonya udah ke kirim dari 7 hari lalu, tambahin fitur itu walaupun udah seminggu + masih bisa di hapus untuk semua orang makasih banyak",1,2699,2.25.6.74,2025-03-13 18:44:24,,,2.25.6.74
17638407-babf-4583-a84c-c13b742789ae,baby Shima,https://play-lh.googleusercontent.com/a-/ALV-UjWIIMvJcdwPTQdektaXXg4u4-h-_rTGO2neyGyo2nG6LoIfNf6Y,"Tolong beri tambahan fitur... Membuat status ada pilihan HD nya,, supaya gambar/video nya tidak pecah. Tolong segera ratakan fiturnya, punya temen saya sudah ada fitur musik di status , tp punya saya blum ada , pdhal sudah versi terbaru..",4,703,2.25.6.74,2025-03-14 13:42:13,,,2.25.6.74
27a2086f-2f53-4528-9aa7-10c92dbf445a,grevnan,https://play-lh.googleusercontent.com/a/ACg8ocJOJmQEI7H4Tp91felmF4BbCfGa2P64wQEn5xtXBP9Ytk5P-A=mo,"sudah bagus banget ada fitur musiknya, tapi harus pake foto. kalau bisa tambahin buat video yang ga ada musiknya biar gak usah edit, kalau ada musik nya gak usah ditampilkan. Udah aku update tapi malah fitur musik nya gak muncul, ini bug atau apa sih? sia² update malah fitur musik nya gak muncul",3,245,2.25.6.74,2025-03-15 12:47:58,,,2.25.6.74
